1406714950686,1,0
1406714950690,0,0
1406714951640,1,0
1406714952569,2,0
1406714952570,1,0
1406714952593,2,0
1406714954760,3,0
1406714954761,2,0
1406714956942,3,0
1406714956943,2,0
1406714958520,3,0
1406714958642,4,0
1406714958971,5,0
1406714958971,4,0
1406714960495,5,0
1406714961419,6,0
1406714961424,5,0
1406714963341,6,0
1406714963342,5,0
1406714964008,6,0
1406714965778,7,0
1406714966064,8,0
1406714966071,7,0
1406714968497,8,0
1406714968510,7,0
1406714968721,8,0
1406714969105,7,0
1406714969120,6,0
1406714969129,5,0
1406714969138,4,0
1406714969143,3,0
1406714969163,4,0
1406714969443,5,0
1406714969608,6,0
1406714969712,5,0
1406714969816,4,0
1406714969969,5,0
1406714969980,6,0
1406714970142,7,0
1406714970379,6,0
1406714970781,7,0
1406714972196,8,0
1406714972202,7,0
1406714972536,8,0
1406714973549,9,0
1406714974019,10,0
1406714975394,9,0
1406714975412,8,0
1406714975458,9,0
1406714976338,10,0
1406714976601,11,0
1406714976609,10,0
1406714978059,11,0
1406714978145,10,0
1406714978411,9,0
1406714979068,10,0
1406714979578,11,0
1406714979614,12,0
1406714979617,11,0
1406714982779,12,0
1406714982784,11,0
1406714982971,12,0
1406714983111,11,0
1406714983363,10,0
1406714984101,9,0
1406714984186,8,0
1406714984403,7,0
1406714984635,8,0
1406714984690,9,0
1406714984825,8,0
1406714984848,9,0
1406714985128,10,0
1406714985477,11,0
1406714986142,12,0
1406714986147,11,0
1406714987723,12,0
1406714989454,13,0
1406714989777,12,0
1406714990399,11,0
1406714990752,12,0
1406714991066,13,0
1406714991086,12,0
1406714991114,11,0
1406714991503,12,0
1406714991722,13,0
1406714992011,12,0
1406714992203,13,0
1406714992314,14,0
1406714992446,15,0
1406714993418,14,0
1406714994153,13,0
1406714995486,12,0
1406714995492,11,0
1406714995493,12,0
1406714995936,13,0
1406714995944,14,0
1406714996420,15,0
1406714996462,14,0
1406714997389,15,0
1406714998075,14,0
1406714998437,15,0
1406714998700,16,0
1406715001664,17,0
1406715001679,16,0
1406715001796,17,0
1406715004282,16,0
1406715004307,15,0
1406715004323,14,0
1406715004345,15,0
1406715004839,14,0
1406715005124,13,0
1406715005125,14,0
1406715005395,15,0
1406715005484,14,0
1406715005650,15,0
1406715005682,14,0
1406715005770,13,0
1406715005935,12,0
1406715006343,13,0
1406715006483,14,0
1406715007098,15,0
1406715007102,14,0
1406715007104,13,0
1406715007293,14,0
1406715007598,13,0
1406715008386,14,0
1406715008944,15,0
1406715009753,16,0
1406715010395,17,0
1406715010728,18,0
1406715011032,17,0
1406715011161,18,0
1406715013123,19,0
1406715013129,18,0
1406715014027,17,0
1406715014029,16,0
1406715014072,15,0
1406715014220,14,0
1406715014543,15,0
1406715014687,14,0
1406715014974,15,0
1406715015387,14,0
1406715016159,13,0
1406715016358,14,0
1406715016403,15,0
1406715016508,16,0
1406715016510,17,0
1406715016655,16,0
1406715016768,15,0
1406715017013,16,0
1406715018023,17,0
1406715018038,16,0
1406715018340,17,0
1406715018482,18,0
1406715018584,19,0
1406715018736,18,0
1406715018858,19,0
1406715023265,20,0
1406715023906,19,0
1406715024859,18,0
1406715025187,17,0
1406715025533,18,0
1406715025616,19,0
1406715025640,18,0
1406715026210,19,0
1406715026720,18,0
1406715027154,19,0
1406715027622,20,0
1406715027968,21,0
1406715031686,20,0
1406715032633,21,0
1406715032645,20,0
1406715033294,21,0
1406715037065,20,0
1406715037221,21,0
1406715037682,22,0
1406715040370,23,0
1406715040379,22,0
1406715040562,21,0
1406715040836,20,0
1406715041095,21,0
1406715041123,22,0
1406715048037,21,2
1406715048063,20,2
1406715048173,21,3
1406715048337,22,3
1406715048381,23,3
1406715048388,22,3
1406715048890,21,3
1406715048927,20,3
1406715048956,19,3
1406715048972,20,3
1406715049533,21,3
1406715049683,22,3
1406715049753,21,3
1406715049794,22,3
1406715050720,23,3
1406715051124,24,3
1406715051367,23,4
1406715051397,24,5
1406715053837,25,5
1406715053852,24,5
1406715054176,25,5
1406715058699,24,5
1406715058991,23,5
1406715059374,22,5
1406715059550,21,5
1406715059842,22,5
1406715060346,21,5
1406715060417,22,5
1406715060544,23,5
1406715060724,24,5
1406715060731,25,5
1406715060850,26,5
1406715060858,25,5
1406715060880,24,5
1406715061106,23,5
1406715061328,24,5
1406715061846,25,7
1406715062071,24,7
1406715062394,23,7
1406715062413,22,7
1406715062629,23,7
1406715063006,22,8
1406715063458,21,8
1406715063709,22,8
1406715064264,23,9
1406715064797,24,9
1406715065689,25,9
1406715067185,26,10
1406715067203,25,10
1406715067816,24,10
1406715068905,25,10
1406715069119,24,10
1406715069162,25,10
1406715069199,24,10
1406715069699,25,10
1406715070038,26,10
1406715070153,27,10
1406715070164,26,10
1406715071509,25,10
1406715071525,24,10
