1404206655922,1,0
1404206656095,0,0
1404206657045,1,0
1404206659686,2,0
1404206659687,1,0
1404206659710,2,0
1404206663816,3,0
1404206663820,2,0
1404206666859,3,0
1404206666860,2,0
1404206667580,3,0
1404206668559,4,0
1404206671521,5,0
1404206671522,4,0
1404206673045,5,0
1404206694709,4,0
1404206694794,3,0
1404206695122,2,0
1404206695212,1,0
1404206695220,0,0
1404206695416,1,0
1404206695721,2,0
1404206695963,3,0
1404206696055,4,0
1404206696576,5,0
1404206697111,4,0
1404206697364,3,0
1404206700336,4,0
1404206702714,3,0
1404206702939,2,0
1404206703107,1,0
1404206703445,2,0
1404206703567,3,0
1404206703891,2,0
1404206704013,3,0
1404206705553,4,0
1404206706833,3,0
1404206707672,4,0
1404206708976,5,0
1404206716004,4,0
1404206716082,3,0
1404206716103,4,0
1404206716137,3,0
1404206716474,4,0
1404206716567,5,0
1404206720855,4,0
1404206720866,3,0
1404206721152,2,0
1404206722956,3,0
1404206723363,2,0
1404206724363,3,0
1404206724363,2,0
1404206724507,3,0
1404206724524,4,0
1404206724588,5,0
1404206724780,4,0
1404206724783,3,0
1404206724909,2,0
1404206725096,1,0
1404206725108,2,0
1404206725108,1,0
1404206725224,2,0
1404206725259,3,0
1404206725630,2,0
1404206726519,3,0
1404206726884,2,0
1404206727136,3,0
1404206727137,2,0
1404206728174,3,0
1404206728174,2,0
1404206728420,3,0
1404206728596,2,0
1404206728608,1,0
1404206729039,2,0
1404206729160,1,0
1404206729396,0,0
1404206729805,1,0
1404206729806,0,0
1404206730064,1,0
1404206730456,0,0
1404206730536,1,0
1404206730837,2,0
1404206730878,3,0
1404206730933,2,0
1404206731655,3,0
1404206731997,2,0
1404206732007,1,0
1404206732045,0,1
1404206732364,1,0
1404206732491,0,0
1404206732875,1,0
1404206732876,0,0
1404206732884,1,0
1404206733278,0,0
1404206733399,1,0
1404206733509,2,0
1404206733540,3,0
1404206733552,4,0
1404206733553,3,0
1404206733663,4,0
1404206735549,3,0
1404206735684,2,0
1404206735738,1,0
1404206736127,2,0
1404206736234,3,0
1404206736508,2,0
1404206736549,3,0
1404206736677,2,0
1404206736993,1,0
1404206737117,2,0
1404206738068,3,0
1404206739069,4,0
1404206739116,3,0
1404206739268,2,0
1404206740826,1,0
1404206740850,0,0
1404206741149,1,0
1404206741866,0,0
1404206742705,1,0
1404206742883,2,0
1404206743403,3,0
1404206743418,4,0
1404206743877,3,0
1404206744419,2,0
1404206744635,3,0
1404206745177,2,0
1404206745318,3,0
1404206745328,2,0
1404206745572,1,0
1404206746034,2,0
1404206746378,3,0
1404206746646,4,0
1404206747038,3,0
1404206747791,2,0
1404206748003,3,0
1404206748014,4,0
1404206748424,5,0
1404206748451,4,0
1404206748582,3,0
1404206748631,2,0
1404206749083,3,0
1404206749083,2,0
1404206749268,1,0
1404206749694,2,0
1404206749800,3,0
1404206749859,4,0
1404206750009,3,0
1404206750185,4,0
1404206750480,3,0
1404206750552,2,0
1404206751030,3,0
1404206751145,2,0
1404206751228,3,0
1404206751301,2,0
1404206751332,1,0
1404206751345,2,0
1404206751643,1,1
1404206751985,2,0
1404206752131,1,0
1404206752349,2,0
1404206752350,1,0
1404206752508,2,0
1404206753003,3,0
1404206754189,4,0
1404206754525,3,0
1404206754739,2,0
1404206754908,3,0
1404206755164,2,0
1404206755365,3,0
1404206755632,2,0
1404206755632,3,0
1404206755842,2,0
